epoch,loss,val_loss
0,0.008575699292123318,0.013668820261955261
1,0.0010922661749646068,0.01807384006679058
2,0.0009320739191025496,0.010537908412516117
3,0.0009597177268005908,0.005346508231014013
4,0.0008266990189440548,0.008877781219780445
5,0.0007274012314155698,0.008471932262182236
6,0.0007030426058918238,0.011785998940467834
7,0.0006580801564268768,0.007624311838299036
8,0.0006538942106999457,0.010345333255827427
9,0.0006614850135520101,0.007023540325462818
10,0.0006705598207190633,0.011889784596860409
11,0.0005807160632684827,0.005509650334715843
12,0.0006456613773480058,0.0031578089110553265
13,0.0007356435526162386,0.006902453023940325
14,0.000596473109908402,0.01482856459915638
15,0.0005815069889649749,0.0056896512396633625
16,0.0005887699662707746,0.017117589712142944
17,0.0008022580295801163,0.005422518122941256
18,0.0005457281367853284,0.003845344763249159
19,0.0006767682498320937,0.0032392535358667374
20,0.0005498839309439063,0.006504563614726067
21,0.0005464160349220037,0.005653435364365578
22,0.0004908544360660017,0.0061834705993533134
23,0.0005452112527564168,0.008900492452085018
24,0.0005760748172178864,0.008351646363735199
