epoch,loss,val_loss
0,0.024114182218909264,0.004715237766504288
1,0.0025446387007832527,0.0036840601824223995
2,0.002073645358905196,0.003376658307388425
3,0.0019416125724092126,0.0031641805544495583
4,0.0020560126286000013,0.0031000322196632624
5,0.001691684010438621,0.0031316285021603107
6,0.0016833270201459527,0.0028473716229200363
7,0.0017283851047977805,0.0025407953653484583
8,0.0015067063504830003,0.0025719976983964443
9,0.001623395481146872,0.0024437359534204006
10,0.0014738973695784807,0.004898074548691511
11,0.0015117445727810264,0.00246875686571002
12,0.0014382635708898306,0.00225499807856977
13,0.001619282178580761,0.00256753689609468
14,0.0012857827823609114,0.0022434478159993887
15,0.0012869402999058366,0.002217767992988229
16,0.0013038116740062833,0.0027551683597266674
17,0.0013383415061980486,0.002254687948152423
18,0.0013419167371466756,0.0025105539243668318
19,0.00138795783277601,0.0021914509125053883
20,0.0012615968007594347,0.0023613199591636658
21,0.001289654173888266,0.002040836028754711
22,0.0011511524207890034,0.0022372836247086525
23,0.0012155534932389855,0.002287345239892602
24,0.0012952556135132909,0.00201943377032876
